conversation_id,category,turn,veracity_score,error_type,input,output,reasoning
c31c99f6-7dd9-4eba-9f53-899b58cfd054,mail_in,3,60,nuance/specificity gap,"Thanks for the info! Can I request a mail-in ballot online, even if I don't have a Maryland driver's license or MVA ID?","No. The online mail-in ballot request requires a Maryland driver’s license or MVA ID card. If you don’t have one, you’ll need to use a paper/mail-in ballot application or in-person option. 

Options if you don’t have a MD license/ID:
- Complete the Mail-In Ballot Application (English) and return it by mail, fax, email, or in person to your local Board of Elections. 
- In Montgomery County, you can also request in person at the Montgomery County Board of Elections. 

Sources: online requirement [Mail In Ballot Application English](https://elections.maryland.gov/voting/documents/Mail_In_Ballot_Application-English.pdf); options for those without a MD license/ID [Mail-in Voting](https://mcg.montgomerycountymd.gov/elections/vote-by-mail.html).","The Maryland sources show that online mail-in ballot requests require either a Maryland driver's license/MVA ID or a Social Security Number, so the assistant's claim that online requests require only a license/ID is incomplete and not fully accurate."
ca23989c-a411-4f8a-bc72-97d33622b985,eligibility,0,60,date/location error,"Hey, I'm curious—do I need to show an ID to vote in the Maryland primary election?","Not usually. In Maryland, you don’t have to show ID to vote in a primary election unless you’re in one of these situations:

- It’s your first time voting in Maryland and you did not previously meet the ID requirements. If this applies, you must provide ID to your local board of elections before 10 am on the 2nd Wednesday after Election Day for your ballot to count. Acceptable IDs include a Maryland driver’s license/MVA ID, student, employee, or military ID, U.S. passport, or a document with your name and current address (dated within 3 months of the election) such as a utility bill, bank statement, government check, or paycheck. [Provisional Voting](https://elections.maryland.gov/voting/provisional_voting.html)

- You did not prove where you live or did not provide ID when asked. You must prove your residence (with the same types of ID listed above) by 10 am on the 2nd Wednesday after Election Day. [Provisional Voting](https://elections.maryland.gov/voting/provisional_voting.html)

- You vote provisionally for any reason. Your provisional ballot will count if you meet all eligibility requirements; you may need to provide ID as part of the provisional process. [Provisional Voting](https://elections.maryland.gov/voting/provisional_voting.html)

If you want to review the exact requirements and forms, see the Maryland provisional voting guidance. [Provisional Voting](https://elections.maryland.gov/voting/provisional_voting.html)[Provisional Voting](https://elections.maryland.gov/voting/provisional_voting.html)","The assistant's claims are largely correct about ID requirements and the 2nd Wednesday after Election Day deadline, but it errs in stating that you can vote provisionally 'for any reason'—provisional ballots are used only in specific circumstances outlined by Maryland provisional voting guidance."
ca23989c-a411-4f8a-bc72-97d33622b985,eligibility,3,60,date/location error,"Got it! So, just to clarify, if I register online and don't have a driver's license, I just need to provide the last four digits of my Social Security Number, right?","Yes. When you register online (OLVR) and don’t have a Maryland driver’s license or MVA ID, you can enter the last four digits of your Social Security Number on the registration form. Your application will be processed with that information (or you can affirm that you don’t have a MD license, MVA ID, or SSN) [Introduction](https://elections.maryland.gov/voter_registration/index.html).","The answer correctly notes that online registration is possible with the last 4 digits of the SSN when no Maryland DL/ID is held, but it incorrectly implies you can register online without either a DL/ID or SSN; Maryland requires either a DL/ID or an SSN (or last 4 digits) and those lacking both must use a paper form."
cbd5b162-9fc4-41cc-b258-c2f5a1f3bf76,eligibility,3,60,date/location error,Have there been any changes to voter registration laws recently that I should be aware of?,"Yes. Here are notable recent updates related to voter registration in Maryland (with sources):

- ERIC data sharing expansion: New York joined ERIC and Virginia rejoined, bringing ERIC to 27 states + DC. Maryland’s text indicates this reduces the need to share registration data directly with other states, since all information will be included in ERIC reports. [State Administrator's Report- May 28, 2026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2246330483012)

- Registration deadlines and closed primary: The close of advanced voter registration is June 2, 2026, which also is the deadline for changing party affiliation. Maryland has a closed primary election. [State Administrator's Report- May 28, 2026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2246330483012)

- Address updates and timing: For cross-state address changes and NCOA (National Change of Address) records, processing cannot occur within 90 days of a federal/statewide election; processing generally takes about 2 weeks. [Voter Registration List Maintenance](https://elections.maryland.gov/voter_registration/list_maintenance.html)

- Records changes policy (party affiliation): Local boards may change records in all categories except party affiliation; notices of changes must be mailed to voters. [coo](https://elections.maryland.gov/pdf/summary_guide/coo.pdf)

- Data sources for updating/canceling voter records: Updates/cancellations must rely on official government data or ERIC data; using unofficial data can cause errors. [Voter Registration List Maintenance](https://elections.maryland.gov/voter_registration/list_maintenance.html)","The claims about the June 2, 2026 registration deadline, closed primary status, NVRA-based list maintenance, ERIC data use, and the 90-day prohibition on cross-state/NCOA processing plus a generic 2-week processing window are supported by Maryland sources; however, the box.com ERIC membership count (27 states + DC, with New York/Virginia changes) and the specific assertion that local boards may not change party affiliation (with mailed notices) are not clearly supported by accessible Maryland sources."
d2e34eb9-6b91-4860-b180-4800fd89be78,mail_in,1,60,date/location error,Do I need to bring the mail-in ballot with me?,"No. You don’t typically need to bring the mail-in ballot with you to vote in person.

What to do:
- Cancel your mail-in ballot request (the easiest way is online via Maryland’s Online Voter Registration System, OLUP) so you can vote in person [2026 Gubernatorial Election](https://elections.maryland.gov/elections/2026/index.html).
- Go to your assigned polling place (or an early voting site) and vote in person; the election staff will cancel the mail-in ballot and give you a regular ballot [2026 Gubernatorial Election](https://elections.maryland.gov/elections/2026/index.html).
- If your mail-in ballot has already been mailed back, staff at the polling place will guide you on the next steps [2026 Gubernatorial Election](https://elections.maryland.gov/elections/2026/index.html).

If you want county-specific polling place or early voting dates, tell me your county and election date.","The answer contains some correct points (you can vote in person if you cancel a mail-in ballot and may receive a regular or provisional ballot), but it includes inaccuracies (the cancellation system is OLVR, not OLUP; there are concrete deadlines like June 18, 2026 for the 2026 Primary and county-specific nuances)."
d38e07e7-7007-4f81-9774-a0ee660c5128,eligibility,2,60,date/location error,What proof of residency do I need to show when I register to vote in Maryland?,"You’ll need to prove your Maryland residence when you register. Acceptable proofs include:

- A current Maryland driver’s license or MVA ID
- A current student, employee, or military ID
- A U.S. passport
- A document with your name and current Maryland address dated within the last 3 months (examples: utility bill, bank statement, government check, paycheck, or other government document)

Notes:
- The document must show your name and a Maryland address; a PO Box is not residential address.
- For students, your residential address can be your home or your school address (if on campus, list dorm and room number).

If you’re registering or updating your address during early voting, you must provide proof of residence to your local board of elections. [Provisional Voting](https://elections.maryland.gov/voting/provisional_voting.html)[Provisional Voting](https://elections.maryland.gov/voting/provisional_voting.html)[Students Enrolled in a Maryland Institution of Higher Education](https://elections.maryland.gov/voter_registration/students.html)","Most items align with Maryland guidance (e.g., MD driver's license/MVA ID, student/employee/military photo IDs, and residency documents dated within 3 months such as utility bills or bank statements), but claiming a U.S. passport alone qualifies as proof of residency is inaccurate; passport is a photo ID, not a residency document."
d38e07e7-7007-4f81-9774-a0ee660c5128,eligibility,3,60,date/location error,What if I want to vote but haven't updated my address yet — can I still vote?,You can look up your voter registration information using the official Maryland Voter Search tool here: https://voterservices.elections.maryland.gov/VoterSearch,"The assistant correctly points to the Maryland VoterSearch tool to check registration, but it omits Maryland rules that allow address changes to be processed during early voting or on Election Day and that a provisional ballot can be used if you moved and haven't updated your address."
db467eb7-8cd6-4e91-9deb-04811d466bfd,results_integrity,0,60,nuance/specificity gap,"Hey, I’m curious about how the state handles audits after elections. How does that process work?","From the materials provided, there isn’t a detailed step-by-step description of Maryland’s post-election audit workflow. Here’s what those sources do cover:

- Emphasis on verification, security, and transparency in elections (Ensuring Verification and Citizenship Integrity) [Ensuring Verification and Citizenship Integrity](https://elections.maryland.gov/press_room/documents/2026/Ensuring_Verification_and_Citizenship_Integrity.pdf).
- Legislation updates (SB670/HB1001) expanding oversight to the State Administrator, Deputy State Administrator, and Local Election Directors, with new requirements to notify where challengers and watchers will be designated (Challenger and Watcher Updates) [State Administrator's Report- May 28, 2026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2246330483012).
- Public announcements about governance and oversight topics in the State Administrator’s reports, including voter verification-related discussions and updates to election oversight documents [Source 1, Source 4].

If you’d like, I can pull the Maryland State Board of Elections’ official post-election audit policy or guidance and summarize the exact steps (e.g., what is audited, sampling method, reconciliation, recount triggers, publication of results).","The assistant claimed there is no detailed step-by-step Maryland post-election audit workflow, but Maryland's 2024 General Election Post-Election Manual Ballot Tabulation Audit provides explicit steps and thresholds (2% of election-day precincts, 1% of early/mail ballots, 120-day completion, 0.5% variance threshold) and the state has automated and risk-limiting audits, making that claim inaccurate; the note about SB670/HB1001 oversight could not be corroborated from the cited domains."
db467eb7-8cd6-4e91-9deb-04811d466bfd,results_integrity,2,20,nuance/specificity gap,Can you tell me how frequently the state conducts these post-election audits?,"The provided sources don’t specify how often post-election audits are conducted in Maryland. They discuss verification/oversight topics but not audit cadence. If you want, I can pull the official SBE post-election audit policy and summarize the frequency and triggers. [Ensuring Verification and Citizenship Integrity](https://elections.maryland.gov/press_room/documents/2026/Ensuring_Verification_and_Citizenship_Integrity.pdf), [State Administrator's Report- May 28, 2026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2246330483012)","The assistant claimed no cadence for post-election audits is specified, but Maryland sources (Ballot Audit Plan and 2025 Acts) define audits after every primary and general election (risk-limiting audits) and automated post-election tabulation audits."
db467eb7-8cd6-4e91-9deb-04811d466bfd,results_integrity,3,20,other,Can the public access the results of these post-election audits?,"These sources don’t indicate whether post-election audit results are publicly accessible. They cover verification, oversight, and security assessments but not publication of audit findings. [Voter Services Security Assessment Executive Report  Final](https://elections.maryland.gov/press_room/documents/Voter Services Security Assessment Executive Report _Final.pdf), [Wait Time Obersvations from 2014](https://elections.maryland.gov/press_room/documents/Wait Time Obersvations from 2014.pdf), [montgomery](https://elections.maryland.gov/press_room/documents/PG12/PrecinctRegisterCounts/montgomery.pdf)

If you’d like, I can pull the Maryland State Board of Elections’ official post-election audit policy and summarize how and where results are published (and any timelines).","MD on elections.maryland.gov explicitly documents post-election audit reports and public portals for viewing audit results, which contradicts the assistant's claim that these sources do not indicate public accessibility."
dbad03e3-fb71-4c38-8a3d-4719018d6dfe,mail_in,1,60,nuance/specificity gap,Which polling places accept drop-offs?,You can find your polling place using the official Maryland Polling Place Search tool here: https://voterservices.elections.maryland.gov/PollingPlaceSearch,"Partially accurate: the assistant correctly cites the Polling Place Look-Up as a way to find polling places, but it omits the crucial fact that drop-off ballots are returned to official ballot drop boxes (Montgomery County listing 58 drop boxes May 9, 2026–June 23, 2026)."
dbb15e99-eb1d-42ef-bbde-7552e4b7aab6,procedural,2,60,nuance/specificity gap,"Is ID required for early voting too, or is it different then?","The materials you provided don’t specify an ID requirement for early voting. They focus on provisional voting and how those ballots are handled and reviewed by the local election board. For exact guidance on early voting ID rules, see the Provisional Voting information or contact your local board of elections. [Transcript: The Provisional Voting Process: An Overview](https://elections.maryland.gov/voting/provisional_voting_video_transcript.html)[Transcript: The Provisional Voting Process: An Overview](https://elections.maryland.gov/voting/provisional_voting_video_transcript.html)","Maryland's official early voting guidelines indicate that some first-time voters may be asked to show ID, so the claim that there is no ID requirement for early voting is incomplete."
e3d5f74a-8015-4292-8cc6-ab572d017b9a,eligibility,3,60,date/location error,"If I update my name right before the election and it doesn’t get processed in time, what should I do on election day?",You can update your voter registration information online here: https://voterservices.elections.maryland.gov/OnlineVoterUpdate/InstructionsStep1,"The answer correctly states that online voter registration updates are possible, but it fails to mention provisional ballot options and other Election Day steps Maryland requires when updates aren’t processed in time."
f337d646-ba69-4250-9672-e7ffdf476ffe,eligibility,0,40,date/location error,"Hey, I'm curious about the age requirement to vote in the 2026 Gubernatorial Primary. What do I need to know?","You must be 18 years old on Election Day to vote in Maryland’s 2026 Gubernatorial Primary. If you’re not 18 by then, you can’t vote in the primary. For official eligibility and registration details, check the Maryland State Board of Elections.","The assistant claimed you must be 18 by the primary election day (June 23, 2026), but Montgomery County guidance allows 17-year-olds to vote in the 2026 primary if they will turn 18 by the general election date (November 3, 2026); thus the answer is not fully accurate."
f337d646-ba69-4250-9672-e7ffdf476ffe,eligibility,2,60,nuance/specificity gap,Are there any exceptions to the age rule if someone has special circumstances?,"No. Maryland does not have an exception to the 18-by-Election-Day rule. If you’re under 18 on Election Day, you cannot vote. If you have special needs or need accommodations, contact your local election office for options.","MD allows 17-year-olds to vote in a primary if they'll be 18 by the general election, which contradicts the 'no exception' claim; the accessibility pages also confirm accommodations, so the response was not fully accurate."
f7a884bd-d19e-401b-9294-0dff5450b481,procedural,1,33,date/location error,Are there any important dates leading up to the primary that I should be aware of?,"Here are the key dates mentioned in the provided materials:

- Feb 24, 2026, 9:00 PM: Candidate filing deadline; deadline to be certified to receive matching funds for the Primary Election. [State Administrator's Report- March 26, 2026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2175606069496)

- Mar 6, 2026, 11:59 PM: Withdrawal deadline to file a current 2025 financial disclosure statement. [State Administrator's Report- March 26, 2026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2175606069496)

- May 19, 2026: Pre-Primary 1 Report due (MD CRIS). [State Administrator's Report- May 28, 2026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2246330483012)

- Jun 1, 2026, 11:59 PM: Spring 2026 BCDS report due. [State Administrator's Report- May 28, 2026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2246330483012)

- Jun 12, 2026, 11:59 PM: Pre-Primary 2 MD CRIS report due. [State Administrator's Report- May 28, 2026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2246330483012)

Notes:
- Feb 12–Mar 16, 2026: 457 new committees established. [State Administrator's Report- March 26, 2026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2175606069496)
- As of Mar 17, 2026: 28 public financed candidates certified/qualified; 70 active PF committees. [State Administrator's Report- March 26, 2026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2175606069496)

For the exact primary election date, please check the official state elections site, as it isn’t specified in these sources. [State Administrator's Report- March 26, 2026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2175606069496)","Only 3 of the 9 items align with official Maryland sources (Feb 24, 2026 candidate filing; May 19, 2026 Pre-Primary 1; Jun 12, 2026 Pre-Primary 2); the withdrawal deadline is Feb 26, 2026 (not Mar 6), the Spring 2026 BCDS date is not in the official calendar, and the primary election date is June 23, 2026 (contrary to the claim that it isn’t specified)."
f7a884bd-d19e-401b-9294-0dff5450b481,procedural,2,40,date/location error,What happens if I miss any of those important deadlines?,"The materials you shared list deadlines (e.g., Feb 24 filing, Mar 6 withdrawal, May 19 Pre-Primary Report, Jun 1 and Jun 12 filings) but do not spell out any penalties for missing them. [State Administrator_s Report- April 23, 2026_](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2201796234648)

If you miss a deadline, you should contact the Maryland State Board of Elections or the appropriate ethics/disclosure authority right away to understand the specific consequences and any available remedies or late-filing options. I can help look up the exact penalties for a particular deadline if you tell me which one you’re concerned about.","The assistant correctly identifies some deadlines (Feb 24 filing, Mar 6 withdrawal, May 19 pre-primary report) but incorrectly claims there are no penalties described for missing deadlines; Maryland law includes late filing fees for campaign finance reports (e.g., per-day penalties with a cap) and can remove a candidate from the ballot for failure to file certain disclosures, which the response did not mention."
fc6d0535-9de7-4108-91b5-9b5d75a6a911,edge_cases,1,40,date/location error,What if I miss the deadline to apply for an absentee ballot? Are there any options for late applications?,"Short answer: There isn’t a documented late mail-in ballot option. If you miss the mail-in deadline, you can vote in person.

What to do:
- Vote in person (early voting or Election Day) at your assigned polling place. Early voting centers are accessible to voters with disabilities. [Accessible Voting](https://elections.maryland.gov/voting/accessibility.html)
- If you need accessibility accommodations, you can use the ballot marking device and ask for assistance from election judges. You may also have someone assist you or two election judges help you (they must sign a form). [Accessible Voting](https://elections.maryland.gov/voting/accessibility.html)[Accessible Voting](https://elections.maryland.gov/voting/accessibility.html)
- Note: there is no electronic ballot return; printed ballots must be returned by mail, at a ballot drop box, or in person. [Accessible Voting](https://elections.maryland.gov/voting/accessibility.html)
- For questions or help, contact your local board of elections. [Accessible Voting](https://elections.maryland.gov/voting/accessibility.html)[Accessible Voting](https://elections.maryland.gov/voting/accessibility.html)","The assistant stated there is no documented late mail-in ballot option, but Maryland's official guidance confirms that if you miss the mail-in deadline you must apply in person at your local board of elections."
fc6d0535-9de7-4108-91b5-9b5d75a6a911,edge_cases,2,60,other,"If I can't apply for an absentee ballot late, what are the penalties for not voting in person?","There are no penalties for not voting in Maryland; voting is voluntary.

If you still want to vote in the future or for other elections, you can vote in person (Election Day or early voting) with accessibility options, or plan ahead to apply for a mail-in ballot before the deadline. For accessibility and voting options, see the Accessible Voting page. [Accessible Voting](https://elections.maryland.gov/voting/accessibility.html)","MD official sources describe voting as voluntary and provide multiple voting options, but they do not explicitly state the lack of penalties for not voting, so the claim is not fully verifiable from the cited pages."
